UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
179308,247100,2471,Saint Louis Community College,Saint Louis,MO,www.stlcc.edu,www.stlcc.edu/netprice/npcalc.htm,0,2,1,11,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0069,0,0.0053,0,0.0024,0,0.017,0.0466,0,0,0.0276,0.0191,0.0507,0.028,0,0.4451,0,0,0,0,0,0,0,0,0,0.0138,0,0.0332,0.0373,0,0.0118,0.0247,0,0,0.034,0.1646,0.032,0,0,21446,0.5112,0.3797,0.0305,0.0297,0.0028,0.0017,0.0275,0.0071,0.0096,0.5609,1,7211,NULL,6821,7657,8967,10375,11203,NULL,NULL,NULL,NULL,NULL,0.4787,NULL,0.538,NULL,0.3233,0.1068,0.4821,9000,99.91845,0.628063241107,NULL,0.13795873980211,27800,0.41987353563308
179326,250200,2502,Southwest Baptist University,Bolivar,MO,www.sbuniv.edu,www.sbuniv.edu/SBUestimator/,0,3,2,32,0,0,0,0,0,0,0,0,0,75,400,550,430,560,NULL,NULL,475,495,NULL,20,26,19,26,18,27,NULL,NULL,23,23,23,NULL,1062,1062,0,0,0,0,0.0217,0,0.0295,0,0.1614,0,0,0.002,0,0,0.0197,0.0374,0,0.0276,0.0079,0,0.002,0.0118,0.0059,0.0827,0.0039,0,0.0591,0.0197,0.0157,0.0079,0,0,0,0,0.0394,0.3681,0.0728,0.0039,0,2515,0.8231,0.0525,0.0151,0.0083,0.0072,0.0028,0.0119,0,0.0791,0.2147,1,NULL,17344,NULL,NULL,NULL,NULL,NULL,17216,14886,16795,18740,20476,0.4257,0.6358,NULL,0.6585,NULL,0.5813,0.2454,21220,235.585501,0.7864,0.52845679442508,NULL,32800,0.55775964260101
179344,3106000,31060,Missouri State University-West Plains,West Plains,MO,www.wp.missouristate.edu,grizzlyden.missouristate.edu:9010/npcalc.htm,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0183,0,0,0,0,0.0183,0.0073,0,0.0513,0,0.0183,0,0.0293,0,0,0.6337,0,0,0,0,0,0,0,0,0,0,0,0.0147,0,0,0,0,0,0,0,0.1026,0.1062,0,0,1648,0.8914,0.0249,0.0194,0.0055,0.0133,0,0,0,0.0455,0.2536,1,12297,NULL,11987,12448,13748,14848,NULL,NULL,NULL,NULL,NULL,NULL,0.1556,NULL,0.4688,NULL,0.4063,0.2464,0.284,9500,105.469475,0.580845771144,NULL,0.36644846335697,25400,0.44038462638854
179539,808000,8080,State Fair Community College,Sedalia,MO,www.sfccmo.edu,www.sfccmo.edu/pages/1504.asp,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.015,0,0,0,0,0,0.0224,0,0.0274,0.0025,0.0723,0,0.015,0,0,0.5087,0,0,0,0,0.0012,0,0,0,0,0,0,0.0062,0,0,0.0212,0.0224,0.0324,0,0,0.1833,0.0698,0,0,4374,0.8532,0.0432,0.0222,0.0075,0.0071,0.0018,0.0297,0,0.0352,0.3788,1,5678,NULL,5028,5534,7138,7135,8548,NULL,NULL,NULL,NULL,NULL,0.5582,NULL,0.5975,NULL,0.3483,0.4049,0.3398,11599.5,128.778228975,0.519275700935,NULL,0.27401613965744,29200,0.44340506196022
179548,251200,2512,Stephens College,Columbia,MO,www.stephens.edu,www.stephens.edu/admission/payforcollege/,0,3,2,12,0,0,0,0,0,0,0,0,1,NULL,440,630,410,580,440,590,535,495,515,19,26,20,27,17,24,NULL,NULL,23,24,21,NULL,1047,1047,0.0617,0,0,0,0.0185,0,0,0,0.037,0,0,0,0.0247,0.0062,0.0123,0.0494,0,0.0309,0,0,0.0185,0,0,0,0,0,0.0247,0,0,0,0,0,0,0,0.3457,0.1296,0.2407,0,0,646,0.7043,0.1796,0.0232,0.0155,0.0031,0.0031,0.0619,0,0.0093,0.1935,1,NULL,23175,NULL,NULL,NULL,NULL,NULL,21176,21272,22702,25391,29541,0.5929,0.6715,NULL,NULL,NULL,0.8529,0.2241,26250,291.4288125,0.815450643777,0.5749288590604,NULL,30700,0.54827588796615
179557,250100,2501,Southeast Missouri State University,Cape Girardeau,MO,www.semo.edu,sctbanss.semo.edu:7777/pls/apexprod/f?p=111:1:836846455894938,0,3,1,13,0,0,0,0,0,0,0,0,0,NULL,435,555,460,595,NULL,NULL,495,528,NULL,20,25,20,26,18,25,NULL,NULL,23,23,22,NULL,1049,1049,0.0322,0.0043,0,0,0.0947,0,0.0128,0,0.1481,0.0049,0.0553,0.0061,0.0559,0,0.0134,0.0844,0,0.0437,0.0036,0,0.0194,0.0419,0.003,0,0.0055,0,0.0291,0.0407,0.0206,0.0206,0,0,0,0,0.0376,0.0905,0.1275,0.0043,0,9382,0.7879,0.1019,0.0153,0.0099,0.0051,0.0002,0.0011,0.0637,0.0148,0.1631,1,12012,NULL,9220,10151,12966,14841,15331,NULL,NULL,NULL,NULL,NULL,0.3558,0.7265,NULL,0.4631,NULL,0.5127,0.162,22459,249.34094095,0.765184539378,0.47642363996043,NULL,36000,0.58629441261291
179566,250300,2503,Missouri State University-Springfield,Springfield,MO,www.missouristate.edu,missouristate.studentaidcalculator.com/welcome.aspx,0,3,1,12,0,0,0,0,0,0,0,0,0,NULL,470,600,480,620,NULL,NULL,535,550,NULL,21,26,21,27,20,26,NULL,NULL,24,24,23,NULL,1090,1090,0.0317,0.0069,0.0026,0,0.0465,0,0.0139,0,0.1504,0,0.0096,0.0073,0.0346,0,0.0175,0,0,0.0501,0.0053,0,0.0129,0.032,0.0073,0,0.0145,0,0.0587,0,0.0142,0.0891,0,0,0,0,0.0396,0.0604,0.2876,0.0076,0,15746,0.8171,0.0446,0.0313,0.0134,0.0051,0.0017,0.03,0.0411,0.0157,0.1308,1,14817,NULL,11559,12573,15596,16484,17184,NULL,NULL,NULL,NULL,NULL,0.3198,0.7525,NULL,0.4146,NULL,0.5083,0.1412,22375,248.40836875,0.828608041006,0.54397952077873,NULL,37200,0.64433354139328
179645,471300,4713,Three Rivers Community College,Poplar Bluff,MO,www.trcc.edu,www.trcc.edu/financialaid/tuition.php,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0046,0.0107,0,0,0,0,0.0198,0,0.0518,0,0.029,0,0.0122,0,0,0.3887,0,0,0,0,0,0,0,0,0,0,0,0.0503,0,0,0,0.0701,0,0,0,0.1951,0.1677,0,0,3087,0.8309,0.1192,0.0168,0.0058,0.0058,0.001,0,0.0003,0.0201,0.3298,1,7094,NULL,6672,7344,9004,10183,12683,NULL,NULL,NULL,NULL,NULL,0.6246,NULL,0.5515,NULL,0.3778,0.2591,0.3846,10500,116.571525,0.520562770563,NULL,0.2493816890292,26400,0.38500422239303
179715,251400,2514,North Central Missouri College,Trenton,MO,www.ncmissouri.edu,npc.collegeboard.org/student/app/ncmissouri,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0217,0,0,0,0,0,0,0,0.0163,0,0,0,0.0081,0,0,0.2927,0,0,0,0,0,0,0,0,0,0,0,0.0054,0,0,0,0.0325,0,0,0,0.5339,0.0894,0,0,1220,0.923,0.023,0.0156,0.0049,0.0041,0,0,0.009,0.0205,0.2557,1,6889,NULL,6273,6384,8145,9071,8724,NULL,NULL,NULL,NULL,NULL,0.4239,NULL,0.646,NULL,0.5,0.3186,0.2328,12500,138.775625,0.622188905547,NULL,0.37758151658767,27700,0.48994514346122
179867,252000,2520,Washington University in St Louis,Saint Louis,MO,www.wustl.edu,sfs.wustl.edu,0,3,2,21,0,0,0,0,0,0,0,0,0,NULL,700,760,720,790,700,770,730,755,735,32,34,33,35,31,35,8,10,33,34,33,9,1474,1474,0,0.0187,0.0255,0.0442,0.0031,0,0.0324,0,0.0056,0.1551,0,0.0206,0,0,0.0343,0.0012,0,0.1022,0.0212,0,0.0505,0,0.0062,0,0.0349,0,0.0829,0,0,0.1695,0,0,0,0,0.0704,0.0081,0.0916,0.0218,0,6851,0.5529,0.0587,0.0558,0.1738,0.0013,0.0001,0.038,0.0775,0.0419,0.0471,1,NULL,33484,NULL,NULL,NULL,NULL,NULL,7781,11687,18354,27951,43876,0.0616,0.9642,NULL,0.7333,NULL,0.2207,0.0871,20125,223.42875625,0.949626865672,0.94029528946422,NULL,62300,0.80241936445236
179894,252100,2521,Webster University,Saint Louis,MO,www.webster.edu,explore.webster.edu/npc.asp,0,3,2,21,0,0,0,0,0,0,0,0,0,NULL,500,650,490,600,470,590,575,545,530,21,27,21,28,18,25,6,8,24,25,22,7,1107,1107,0,0.001,0,0.0039,0.1041,0.0272,0.073,0,0.0564,0,0,0.0068,0,0.037,0.0175,0.0107,0,0.0175,0.0097,0,0.0117,0,0.0068,0,0,0,0.0545,0,0,0.0632,0,0,0,0,0.18,0.0389,0.2704,0.0097,0,3398,0.6604,0.1463,0.0415,0.0253,0.0021,0.0012,0.0227,0.0165,0.0842,0.2443,1,NULL,21057,NULL,NULL,NULL,NULL,NULL,16545,16664,20213,23040,26713,0.3501,0.8078,NULL,0.6667,NULL,0.6536,0.3268,25000,277.55125,0.821685508736,0.61595826859045,NULL,39400,0.62068963050842
179919,252200,2522,Wentworth Military Academy & Junior College,Lexington,MO,www.wma.edu,wma.studentaidcalculator.com,0,2,2,32,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0.7118,0.0827,0.0476,0.015,0.005,0.0802,0.0376,0.0125,0.0075,0.1579,1,NULL,22172,NULL,NULL,NULL,NULL,NULL,21244,23434,20625,27445,16520,0.3384,NULL,0.5403,NULL,0.1538,0.2907,0.1081,12000,133.2246,0.47619047619,NULL,0.20115948275862,26600,0.5136986374855
179946,252300,2523,Westminster College,Fulton,MO,WWW.WESTMINSTER-MO.EDU,www.westminster-mo.edu/go/calc/,0,3,2,32,0,0,0,0,0,0,0,0,0,66,390,550,470,610,420,530,470,540,475,21,27,21,28,20,26,6,10,24,25,23,8,1090,1090,0,0.013,0,0,0.0087,0,0.0563,0,0.1472,0,0,0.0346,0,0,0.039,0,0,0.1082,0.0216,0,0.039,0.0303,0.0433,0,0.0087,0,0.0563,0.0043,0,0.0996,0,0,0,0,0,0,0.2641,0.026,0,1022,0.6644,0.0587,0.0323,0.0108,0.0245,0.001,0.0108,0.1732,0.0245,0.0059,1,NULL,18948,NULL,NULL,NULL,NULL,NULL,17450,16982,19915,20434,21051,0.2844,0.7799,NULL,NULL,NULL,0.7596,0.0273,27000,299.75535,0.828908554572,0.69659281437125,NULL,41500,0.63247865438461
179955,252400,2524,William Jewell College,Liberty,MO,www.jewell.edu,www.jewell.edu/gen/william_and_jewell_generated_pages/Financial_Aid_Net_Price_p7576.html,0,3,2,21,0,0,0,0,0,0,0,0,0,NULL,498,670,510,645,NULL,NULL,584,578,NULL,22,28,22,28,21,27,NULL,NULL,25,25,24,NULL,1146,1146,0,0,0,0,0.0615,0,0,0,0.0615,0,0,0.0123,0,0,0.0451,0,0,0.0451,0,0,0.0328,0.0205,0.0287,0,0.0205,0.0123,0.1066,0,0,0.0738,0,0,0,0,0.0451,0.2623,0.1557,0.0164,0,1044,0.7749,0.0642,0.0374,0.0086,0.0077,0.001,0.0527,0.0268,0.0268,0.0307,1,NULL,21805,NULL,NULL,NULL,NULL,NULL,18266,20829,20411,22108,24488,0.2757,0.7607,NULL,NULL,NULL,0.6559,0.0795,26000,288.6533,0.918533604888,0.63431791044776,NULL,40300,0.76097559928894
179964,252500,2525,William Woods University,Fulton,MO,www.williamwoods.edu,www.williamwoods.edu/institutional_research/Disclosure.asp,0,3,2,32,0,0,0,0,0,0,0,0,0,61,472,590,460,547,NULL,NULL,531,504,NULL,19,26,19,26,17,25,NULL,NULL,23,23,21,NULL,1047,1047,0.1818,0,0,0,0.0476,0,0,0,0.1299,0,0,0.0346,0,0.0823,0.0043,0.0433,0,0.039,0.0043,0,0.0043,0.0563,0,0,0,0,0.013,0.0087,0.026,0,0,0,0,0,0.0693,0.0216,0.2251,0.0087,0,1001,0.8521,0.038,0.011,0.006,0.005,0.002,0.023,0.001,0.0619,0.1578,1,NULL,21728,NULL,NULL,NULL,NULL,NULL,19207,18184,22459,23775,24132,0.3406,0.7436,NULL,0.6667,NULL,0.6207,0.1527,22650.5,251.466983525,0.802631578947,0.52472307692307,NULL,34200,0.60229885578155
180054,2510600,25106,Blackfeet Community College,Browning,MT,bfcc.edu,bfcc.edu/net_price_calculator.php,0,2,2,41,0,0,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0423,0,0,0,0,0.0141,0,0.1549,0.0141,0,0,0.1127,0,0,0.0423,0,0.0141,0,0,0,0.0563,0,0,0,0,0,0.0282,0.0563,0,0.0845,0,0,0.0423,0,0.1972,0.1408,0,0,448,0.0246,0,0.0067,0,0.9688,0,0,0,0,0.1473,1,NULL,10692,NULL,NULL,NULL,NULL,NULL,10692,NULL,NULL,NULL,NULL,0.9975,NULL,0.5699,NULL,0.3333,0,0.48,NULL,NULL,NULL,NULL,0.14124350282485,15800,0.23199999332427
180081,253101,2531,Highlands College of Montana Tech,Butte,MT,www.mtech.edu/,www.mtech.edu/onestop/,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1115,0,0,0,0,0,0,0.032,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0.016,0.232,0.112,0,0,0.232,0.208,0,0,628,0.8901,0.0032,0.0303,0.008,0.0175,0,0,0.0032,0.0478,0.1592,1,9648,NULL,8261,10359,11774,13665,14096,NULL,NULL,NULL,NULL,NULL,0.4784,NULL,0.5192,NULL,0.2308,0.5153,0.2716,19495.5,216.440015775,0.749512670565,NULL,0.24052869198312,39800,0.63636362552642
180106,252600,2526,Carroll College,Helena,MT,www.carroll.edu,www.carroll.edu/finaid/,0,3,2,33,0,0,0,0,0,0,0,0,0,30,490,620,510,610,490,590,555,560,540,22,26,21,26,22,26,7,8,24,24,24,8,1112,1112,0,0.0037,0,0,0.0337,0,0.0225,0,0.1011,0.0337,0,0,0,0,0.0337,0,0,0.1199,0.03,0,0.0225,0.0037,0.0075,0.0112,0.0075,0,0.0787,0,0,0.0824,0,0,0,0,0.0112,0.2584,0.1124,0.0262,0,1376,0.811,0.008,0.0422,0.0124,0.0145,0.0029,0.0145,0.0109,0.0836,0.0269,1,NULL,23583,NULL,NULL,NULL,NULL,NULL,19205,19081,22914,24707,25835,0.2167,0.8146,NULL,NULL,NULL,0.5598,0.0741,27000,299.75535,0.952561669829,0.64898228663446,NULL,44000,0.71279370784759
180151,252900,2529,Dawson Community College,Glendive,MT,www.dawson.edu,www.dawson.edu/future/net-price-calculator,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1149,0,0,0,0,0,0,0,0.1149,0,0,0,0,0,0,0.5057,0,0,0,0,0,0,0,0,0,0,0,0.1609,0,0,0,0,0.0345,0,0.023,0.023,0.023,0,0,266,0.7519,0.0564,0.0338,0,0.0338,0.0038,0.0489,0.0376,0.0338,0.1504,1,7878,NULL,5891,6420,8157,9695,12238,NULL,NULL,NULL,NULL,NULL,0.3814,NULL,0.5306,NULL,0.875,0.4327,0.2984,10000,111.0205,0.765363128492,NULL,0.60570894308943,30800,0.46521738171577
180160,2545200,25452,Chief Dull Knife College,Lame Deer,MT,cdkc.edu,cdkc.edu,0,2,1,43,0,0,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476,0,0,178,0.0225,0,0,0,0.9775,0,0,0,0,0.2809,1,2740,NULL,2873,2409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6233,NULL,0.4783,NULL,0.3333,0,0.4627,NULL,NULL,NULL,NULL,0.46577945205479,16800,0.24242424964904
180179,253000,2530,Montana State University-Billings,Billings,MT,www.msubillings.edu,www.msubillings.edu/NetPrice/sr/,0,3,1,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0072,0,0,0.0423,0,0.0278,0,0.1268,0,0.0519,0.0024,0,0,0.0072,0.1039,0,0.0097,0,0,0.0435,0.0314,0,0,0.0012,0,0.0399,0.0326,0,0.0157,0.006,0.0399,0.0133,0,0.0121,0.1691,0.2053,0.0109,0,4234,0.8212,0.0111,0.0461,0.008,0.0453,0.0019,0.0257,0.0326,0.008,0.2589,1,13126,NULL,10982,12247,14626,15729,15753,NULL,NULL,NULL,NULL,NULL,0.3917,0.5918,NULL,0.402,NULL,0.5305,0.3662,19000,210.93895,0.766998011928,0.47153430656934,NULL,32500,0.61008900403976
180197,677700,6777,Flathead Valley Community College,Kalispell,MT,www.fvcc.edu,webwp.fvcc.edu/NetPriceCalculator/npcalc.htm,0,2,1,41,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0129,0,0,0,0,0.0026,0.0078,0.0155,0,0.062,0,0,0,0,0.522,0,0,0,0,0.0026,0.0026,0,0,0,0,0,0.0155,0.0078,0,0.0026,0.0129,0.0336,0.031,0.0284,0.2093,0.031,0,0,1773,0.8359,0.0028,0.0226,0.0073,0.0271,0.0028,0,0.0006,0.101,0.3982,1,8467,NULL,7597,8763,10222,12487,12606,NULL,NULL,NULL,NULL,NULL,0.4271,NULL,0.5625,NULL,0.3714,0.3094,0.4653,12041,133.67978405,0.677718832891,NULL,0.30515896551724,25000,0.42725172638893
180203,2517500,25175,Aaniiih Nakoda College,Harlem,MT,www.ancollege.edu,www.ancollege.edu/student_services/financial_aid/npc/npcalc.htm,0,2,1,43,0,0,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0625,0,0.0313,0,0,0.0313,0,0.0625,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.0313,0,0.0625,0,0.2813,0,0,0,0,0.2188,0.1563,0,0,134,0.097,0,0.0149,0,0.8881,0,0,0,0,0.097,1,9530,NULL,10517,5024,3359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9744,NULL,0.5439,NULL,0.6667,0,0.4604,NULL,NULL,NULL,NULL,0.40258181818181,20300,0.20634920895099
180212,2343000,23430,Fort Peck Community College,Poplar,MT,www.fpcc.edu,www.fpcc.edu,0,2,1,33,0,0,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0313,0,0.0313,0,0,0.25,0,0.0313,0,0,0,0,0,0,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1563,0.0313,0.125,0,0.125,0.1875,0,0,350,0.0914,0.0114,0.0086,0.0086,0.8686,0,0,0,0.0114,0.3486,1,2137,NULL,1717,3143,4013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3584,NULL,0.4444,NULL,0,0,0.5259,NULL,NULL,NULL,NULL,0.159996,16300,0.2484848499298
180249,931400,9314,Great Falls College Montana State University,Great Falls,MT,www.gfcmsu.edu,www.gfcmsu.edu/NPC/npcalc.htm,0,2,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.094,0,0,0,0.0241,0,0,0,0,0.3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193,0,0.0289,0,0.0289,0.3687,0.0602,0,0,1626,0.813,0.0129,0.0424,0.0055,0.0664,0.0018,0.0492,0,0.0086,0.4625,1,9776,NULL,8783,9901,12110,13562,13562,NULL,NULL,NULL,NULL,NULL,0.5689,NULL,0.5111,NULL,0.4203,0.594,0.4901,PrivacySuppressed,PrivacySuppressed,0.686567164179,NULL,0.25775206185567,26600,0.49217391014099
180258,252700,2527,University of Great Falls,Great Falls,MT,www.ugf.edu,npc.collegeboard.org/student/app/ugf,0,3,2,13,0,0,0,0,0,0,0,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0332,0,0.1286,0,0,0,0,0.0581,0.0041,0.0041,0,0.0498,0,0,0,0.0622,0.0041,0,0.0041,0,0.0996,0.083,0,0.0207,0,0,0,0,0.0249,0.2988,0.0954,0.029,0,1032,0.7684,0.0184,0.0688,0.0203,0.0262,0.0048,0.0126,0.0203,0.0601,0.3556,1,NULL,17188,NULL,NULL,NULL,NULL,NULL,15737,14515,20096,20622,16615,0.4209,0.6889,NULL,0.3333,NULL,0.5749,0.4283,25000,277.55125,0.726130653266,0.26035330578512,NULL,31000,0.51824820041656
180276,757000,7570,Helena College University of Montana,Helena,MT,www.umhelena.edu,umhelena.edu/netpricecalculator/npcalc.htm,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0759,0,0,0.0042,0.0127,0,0,0,0,0.1688,0,0,0,0,0,0,0,0,0.0042,0,0,0.0675,0,0,0,0.1266,0.0928,0,0.0084,0.2447,0.1941,0,0,1118,0.847,0.0072,0.0277,0.0134,0.0403,0,0.0143,0,0.0501,0.4007,1,11607,NULL,10605,11438,13003,13970,14664,NULL,NULL,NULL,NULL,NULL,0.4849,NULL,0.525,NULL,0.3906,0.539,0.4587,20000,222.041,0.649016641452,NULL,0.31886854663774,31000,0.60152286291122
180328,2286600,22866,Little Big Horn College,Crow Agency,MT,www.lbhc.edu/,www.lbhc.edu/finaid/npcalc.htm,0,2,1,43,0,0,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0508,0.0169,0,0.0339,0,0,0,0,0.0339,0,0,0,0,0,0,0.1017,0,0.0508,0.0169,0,0,0,0,0,0,0,0,0,0.0508,0,0,0,0,0,0,0.1186,0.5254,0,0,309,0.0129,0.0065,0.0032,0.0032,0.9579,0,0.0032,0.0129,0,0.1392,1,9955,NULL,9736,10696,10333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5604,NULL,0.5319,NULL,0.45,0,0.4529,NULL,NULL,NULL,NULL,0.29049664804469,11800,0.15199999511241
180373,252800,2528,Miles Community College,Miles City,MT,milescc.edu/,www.milescc.edu/,0,2,1,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0288,0,0,0,0,0,0.0216,0,0.0072,0,0,0,0,0,0,0.4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0719,0,0.0288,0,0.2878,0.0719,0,0,351,0.8718,0.0142,0.0199,0.0171,0.0399,0.0028,0.0028,0.0313,0,0.3048,1,6941,NULL,5402,6045,7815,8288,9591,NULL,NULL,NULL,NULL,NULL,0.4376,NULL,0.5941,NULL,0.3333,0.6757,0.2227,12000,133.2246,0.759036144578,NULL,0.55747721280602,27200,0.56505578756332
